"Model","Displ","Cyl","Trans","Drive","Fuel","Stnd","Class","APS","City_MPG","Hwy_MPG","Cmb_MPG","GGS","SM","Cmb_CO2","City_MPGe","Hwy_MPGe","Cmb_MPGe","Cmb_CO2e"
"MERCEDES-BENZ GLS450 4Matic",3,6,"Auto-9","4WD","Gasoline","L3ULEV50","standard SUV",6,19,23,21,4,"No",429,NA,NA,NA,NA
"MERCEDES-BENZ GLS450 4Matic",3,6,"Auto-9","4WD","Gasoline","T3B50","standard SUV",6,19,23,21,4,"No",429,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,19,23,21,4,"No",427,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,20,24,21,4,"No",413,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,20,24,22,4,"No",405,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,20,24,22,4,"No",409,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,21,24,22,4,"No",395,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","L3ULEV70","special purpose",5,21,24,22,4,"No",398,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,19,23,21,4,"No",427,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,20,24,21,4,"No",413,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,20,24,22,4,"No",405,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,20,24,22,4,"No",409,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,21,24,22,4,"No",395,NA,NA,NA,NA
"MERCEDES-BENZ Metris",2,4,"Auto-7","2WD","Gasoline","T3B70","special purpose",5,21,24,22,4,"No",398,NA,NA,NA,NA
"MERCEDES-BENZ S450",3,6,"Auto-9","2WD","Gasoline","L3ULEV125","large car",3,19,28,22,4,"No",403,NA,NA,NA,NA
"MERCEDES-BENZ S450",3,6,"Auto-9","2WD","Gasoline","T3B125","large car",3,19,28,22,4,"No",403,NA,NA,NA,NA
"MERCEDES-BENZ S450 4Matic",3,6,"Auto-9","4WD","Gasoline","L3ULEV125","large car",3,18,28,22,4,"No",408,NA,NA,NA,NA
"MERCEDES-BENZ S450 4Matic",3,6,"Auto-9","4WD","Gasoline","T3B125","large car",3,18,28,22,4,"No",408,NA,NA,NA,NA
"MERCEDES-BENZ S560",4,8,"Auto-9","2WD","Gasoline","L3ULEV70","large car",5,17,27,21,4,"No",430,NA,NA,NA,NA
"MERCEDES-BENZ S560",4,8,"Auto-9","2WD","Gasoline","L3ULEV70","small car",5,17,26,20,4,"No",439,NA,NA,NA,NA
"MERCEDES-BENZ S560",4,8,"Auto-9","2WD","Gasoline","T3B70","large car",5,17,27,21,4,"No",430,NA,NA,NA,NA
"MERCEDES-BENZ S560",4,8,"Auto-9","2WD","Gasoline","T3B70","small car",5,17,26,20,4,"No",439,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic",4,8,"Auto-9","4WD","Gasoline","L3ULEV70","large car",5,17,27,21,4,"No",426,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic",4,8,"Auto-9","4WD","Gasoline","L3ULEV70","small car",5,17,26,20,4,"No",439,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic",4,8,"Auto-9","4WD","Gasoline","T3B70","large car",5,17,27,21,4,"No",426,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic",4,8,"Auto-9","4WD","Gasoline","T3B70","small car",5,17,26,20,4,"No",439,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic Maybach",4,8,"Auto-9","4WD","Gasoline","L3ULEV70","large car",5,16,25,19,3,"No",455,NA,NA,NA,NA
"MERCEDES-BENZ S560 4Matic Maybach",4,8,"Auto-9","4WD","Gasoline","T3B70","large car",5,16,25,19,3,"No",455,NA,NA,NA,NA
"MERCEDES-BENZ SL450",3,6,"Auto-9","2WD","Gasoline","L3ULEV125","small car",3,20,28,22,4,"No",395,NA,NA,NA,NA
"MERCEDES-BENZ SL450",3,6,"Auto-9","2WD","Gasoline","T3B125","small car",3,20,28,22,4,"No",395,NA,NA,NA,NA
"MERCEDES-BENZ SL550",4.7,8,"Auto-9","2WD","Gasoline","L3ULEV125","small car",3,17,25,20,4,"No",435,NA,NA,NA,NA
"MERCEDES-BENZ SL550",4.7,8,"Auto-9","2WD","Gasoline","T3B125","small car",3,17,25,20,4,"No",435,NA,NA,NA,NA
"MINI Cooper Convertible",1.5,3,"AMS-7","2WD","Gasoline","L3SULEV30","small car",7,28,36,31,7,"Yes",281,NA,NA,NA,NA
"MINI Cooper Convertible",1.5,3,"AMS-7","2WD","Gasoline","T3B30","small car",7,28,36,31,7,"Yes",281,NA,NA,NA,NA
"MINI Cooper Countryman",1.5,3,"AMS-7","2WD","Gasoline","L3SULEV30","midsize car",7,26,33,29,6,"No",307,NA,NA,NA,NA
"MINI Cooper Countryman",1.5,3,"AMS-7","2WD","Gasoline","T3B30","midsize car",7,26,33,29,6,"No",307,NA,NA,NA,NA
"MINI Cooper Countryman All4",1.5,3,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,24,33,27,6,"No",322,NA,NA,NA,NA
"MINI Cooper Countryman All4",1.5,3,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,24,33,27,6,"No",322,NA,NA,NA,NA
"MINI Cooper Hardtop",1.5,3,"AMS-7","2WD","Gasoline","L3SULEV30","small car",7,28,36,31,7,"Yes",281,NA,NA,NA,NA
"MINI Cooper Hardtop",1.5,3,"AMS-7","2WD","Gasoline","T3B30","small car",7,28,36,31,7,"Yes",281,NA,NA,NA,NA
"MINI Cooper S Clubman",2,4,"AMS-7","2WD","Gasoline","L3SULEV30","midsize car",7,26,34,29,6,"No",304,NA,NA,NA,NA
"MINI Cooper S Clubman",2,4,"AMS-7","2WD","Gasoline","T3B30","midsize car",7,26,34,29,6,"No",304,NA,NA,NA,NA
"MINI Cooper S Clubman All4",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,23,32,26,5,"No",333,NA,NA,NA,NA
"MINI Cooper S Clubman All4",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,23,32,26,5,"No",333,NA,NA,NA,NA
"MINI Cooper S Convertible",2,4,"AMS-7","2WD","Gasoline","L3SULEV30","small car",7,26,34,29,6,"No",304,NA,NA,NA,NA
"MINI Cooper S Convertible",2,4,"AMS-7","2WD","Gasoline","T3B30","small car",7,26,34,29,6,"No",304,NA,NA,NA,NA
"MINI Cooper S Countryman",2,4,"AMS-7","2WD","Gasoline","L3SULEV30","midsize car",7,24,33,28,6,"No",321,NA,NA,NA,NA
"MINI Cooper S Countryman",2,4,"AMS-7","2WD","Gasoline","T3B30","midsize car",7,24,33,28,6,"No",321,NA,NA,NA,NA
"MINI Cooper S Countryman All4",2,4,"SemiAuto-8","4WD","Gasoline","L3SULEV30","midsize car",7,23,31,26,5,"No",341,NA,NA,NA,NA
"MINI Cooper S Countryman All4",2,4,"SemiAuto-8","4WD","Gasoline","T3B30","midsize car",7,23,31,26,5,"No",341,NA,NA,NA,NA
"MINI Cooper S Hardtop",2,4,"AMS-7","2WD","Gasoline","L3SULEV30","small car",7,26,35,30,7,"Yes",297,NA,NA,NA,NA
"MINI Cooper S Hardtop",2,4,"AMS-7","2WD","Gasoline","T3B30","small car",7,26,35,30,7,"Yes",297,NA,NA,NA,NA
"MINI JCW Countryman All4",2,4,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,23,30,26,5,"No",343,NA,NA,NA,NA
"MINI JCW Countryman All4",2,4,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,23,30,26,5,"No",343,NA,NA,NA,NA
"MINI John Cooper Works Clubman All4",2,4,"SemiAuto-8","4WD","Gasoline","L3ULEV125","midsize car",3,23,31,26,5,"No",339,NA,NA,NA,NA
"MINI John Cooper Works Clubman All4",2,4,"SemiAuto-8","4WD","Gasoline","T3B125","midsize car",3,23,31,26,5,"No",339,NA,NA,NA,NA
"MINI John Cooper Works Convertible",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,25,33,28,6,"No",313,NA,NA,NA,NA
"MINI John Cooper Works Convertible",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,25,33,28,6,"No",313,NA,NA,NA,NA
"MINI John Cooper Works Hardtop",2,4,"SemiAuto-8","2WD","Gasoline","L3SULEV30","small car",7,26,34,29,6,"No",305,NA,NA,NA,NA
"MINI John Cooper Works Hardtop",2,4,"SemiAuto-8","2WD","Gasoline","T3B30","small car",7,26,34,29,6,"No",305,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross",1.5,4,"SCV-8","2WD","Gasoline","L3ULEV70","small SUV",5,25,28,26,5,"No",338,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross",1.5,4,"SCV-8","2WD","Gasoline","T3B70","small SUV",5,25,28,26,5,"No",338,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross",1.5,4,"SCV-8","4WD","Gasoline","L3ULEV70","small SUV",5,25,26,25,5,"No",347,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross",1.5,4,"SCV-8","4WD","Gasoline","T3B70","small SUV",5,25,26,25,5,"No",347,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross ES",1.5,4,"SCV-8","2WD","Gasoline","L3ULEV70","small SUV",5,26,29,27,6,"No",327,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross ES",1.5,4,"SCV-8","2WD","Gasoline","T3B70","small SUV",5,26,29,27,6,"No",327,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross ES",1.5,4,"SCV-8","4WD","Gasoline","L3ULEV70","small SUV",5,25,28,26,5,"No",337,NA,NA,NA,NA
"MITSUBISHI Eclipse Cross ES",1.5,4,"SCV-8","4WD","Gasoline","T3B70","small SUV",5,25,28,26,5,"No",337,NA,NA,NA,NA
"MITSUBISHI Outlander",2.4,4,"SCV-6","2WD","Gasoline","L3ULEV70","small SUV",5,25,30,27,6,"No",326,NA,NA,NA,NA
"MITSUBISHI Outlander",2.4,4,"SCV-6","2WD","Gasoline","T3B70","small SUV",5,25,30,27,6,"No",326,NA,NA,NA,NA
"MITSUBISHI Outlander",2.4,4,"SCV-6","4WD","Gasoline","L3ULEV70","small SUV",5,24,29,26,5,"No",341,NA,NA,NA,NA
"MITSUBISHI Outlander",2.4,4,"SCV-6","4WD","Gasoline","T3B70","small SUV",5,24,29,26,5,"No",341,NA,NA,NA,NA
"MITSUBISHI Outlander",3,6,"SemiAuto-6","4WD","Gasoline","L3ULEV70","small SUV",5,20,27,22,4,"No",402,NA,NA,NA,NA
"MITSUBISHI Outlander",3,6,"SemiAuto-6","4WD","Gasoline","T3B70","small SUV",5,20,27,22,4,"No",402,NA,NA,NA,NA
"MITSUBISHI Outlander PHEV",2,4,"Auto-1","4WD","Gasoline/Electricity","L3SULEV30","small SUV",7,25,26,25,10,"Elite",174,78,70,74,NA
"MITSUBISHI Outlander PHEV",2,4,"Auto-1","4WD","Gasoline/Electricity","T3B30","small SUV",7,25,26,25,10,"Elite",174,78,70,74,NA
"MITSUBISHI Outlander Sport",2,4,"SCV-6","2WD","Gasoline","L3ULEV70","small SUV",5,24,30,27,6,"No",331,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2,4,"SCV-6","2WD","Gasoline","T3B70","small SUV",5,24,30,27,6,"No",331,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2,4,"SCV-6","4WD","Gasoline","L3ULEV70","small SUV",5,23,29,26,5,"No",344,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2,4,"SCV-6","4WD","Gasoline","T3B70","small SUV",5,23,29,26,5,"No",344,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2.4,4,"SCV-6","2WD","Gasoline","L3ULEV70","small SUV",5,23,29,25,5,"No",354,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2.4,4,"SCV-6","2WD","Gasoline","T3B70","small SUV",5,23,29,25,5,"No",354,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2.4,4,"SCV-6","4WD","Gasoline","L3ULEV70","small SUV",5,23,28,25,5,"No",353,NA,NA,NA,NA
"MITSUBISHI Outlander Sport",2.4,4,"SCV-6","4WD","Gasoline","T3B70","small SUV",5,23,28,25,5,"No",353,NA,NA,NA,NA
"NISSAN 370Z",3.7,6,"Man-6","2WD","Gasoline","L3ULEV125","small car",3,17,26,20,4,"No",445,NA,NA,NA,NA
"NISSAN 370Z",3.7,6,"Man-6","2WD","Gasoline","T3B125","small car",3,17,26,20,4,"No",445,NA,NA,NA,NA
"NISSAN 370Z",3.7,6,"SemiAuto-7","2WD","Gasoline","L3ULEV125","small car",3,19,26,22,4,"No",406,NA,NA,NA,NA
"NISSAN 370Z",3.7,6,"SemiAuto-7","2WD","Gasoline","T3B125","small car",3,19,26,22,4,"No",406,NA,NA,NA,NA
"NISSAN 370Z Roadster",3.7,6,"SemiAuto-7","2WD","Gasoline","L3ULEV125","small car",3,18,25,21,4,"No",429,NA,NA,NA,NA
"NISSAN 370Z Roadster",3.7,6,"SemiAuto-7","2WD","Gasoline","T3B125","small car",3,18,25,21,4,"No",429,NA,NA,NA,NA
"NISSAN Altima",2.5,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,28,39,32,7,"Yes",278,NA,NA,NA,NA
"NISSAN Altima",2.5,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,28,39,32,7,"Yes",278,NA,NA,NA,NA
"NISSAN Altima",2.5,4,"CVT","4WD","Gasoline","L3SULEV30","midsize car",7,26,36,30,7,"Yes",300,NA,NA,NA,NA
"NISSAN Altima",2.5,4,"CVT","4WD","Gasoline","T3B30","midsize car",7,26,36,30,7,"Yes",300,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2,4,"CVT","2WD","Gasoline","L3ULEV70","midsize car",5,25,34,29,6,"No",311,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2,4,"CVT","2WD","Gasoline","T3B70","midsize car",5,25,34,29,6,"No",311,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2.5,4,"CVT","2WD","Gasoline","L3SULEV30","midsize car",7,27,37,31,7,"Yes",288,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2.5,4,"CVT","2WD","Gasoline","T3B30","midsize car",7,27,37,31,7,"Yes",288,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2.5,4,"CVT","4WD","Gasoline","L3SULEV30","midsize car",7,25,35,29,6,"No",307,NA,NA,NA,NA
"NISSAN Altima SR/Platinum",2.5,4,"CVT","4WD","Gasoline","T3B30","midsize car",7,25,35,29,6,"No",307,NA,NA,NA,NA
"NISSAN Armada",5.6,8,"SemiAuto-7","2WD","Gasoline","L3ULEV125","standard SUV",3,14,19,16,2,"No",553,NA,NA,NA,NA
"NISSAN Armada",5.6,8,"SemiAuto-7","2WD","Gasoline","T3B125","standard SUV",3,14,19,16,2,"No",553,NA,NA,NA,NA
"NISSAN Armada",5.6,8,"SemiAuto-7","4WD","Gasoline","L3ULEV125","standard SUV",3,13,18,15,2,"No",593,NA,NA,NA,NA
"NISSAN Armada",5.6,8,"SemiAuto-7","4WD","Gasoline","T3B125","standard SUV",3,13,18,15,2,"No",593,NA,NA,NA,NA
"NISSAN GT-R",3.8,6,"AMS-6","4WD","Gasoline","L3ULEV125","small car",3,16,22,18,3,"No",482,NA,NA,NA,NA
"NISSAN GT-R",3.8,6,"AMS-6","4WD","Gasoline","T3B125","small car",3,16,22,18,3,"No",482,NA,NA,NA,NA
"NISSAN Maxima",3.5,6,"SCV-7","2WD","Gasoline","L3ULEV125","midsize car",3,20,30,24,5,"No",378,NA,NA,NA,NA
"NISSAN Maxima",3.5,6,"SCV-7","2WD","Gasoline","T3B125","midsize car",3,20,30,24,5,"No",378,NA,NA,NA,NA
"NISSAN Murano",3.5,6,"SCV-7","2WD","Gasoline","L3ULEV70","station wagon",5,20,28,23,5,"No",386,NA,NA,NA,NA
"NISSAN Murano",3.5,6,"SCV-7","2WD","Gasoline","T3B70","station wagon",5,20,28,23,5,"No",386,NA,NA,NA,NA
"NISSAN Murano",3.5,6,"SCV-7","4WD","Gasoline","L3ULEV70","station wagon",5,20,28,23,5,"No",388,NA,NA,NA,NA
"NISSAN Murano",3.5,6,"SCV-7","4WD","Gasoline","T3B70","station wagon",5,20,28,23,5,"No",388,NA,NA,NA,NA
"NISSAN NV200",2,4,"CVT","2WD","Gasoline","L3ULEV125","special purpose",3,24,26,25,5,"No",356,NA,NA,NA,NA
"NISSAN NV200",2,4,"CVT","2WD","Gasoline","T3B125","special purpose",3,24,26,25,5,"No",356,NA,NA,NA,NA
"NISSAN Pathfinder",3.5,6,"CVT","2WD","Gasoline","L3ULEV70","small SUV",5,20,27,23,5,"No",392,NA,NA,NA,NA
"NISSAN Pathfinder",3.5,6,"CVT","2WD","Gasoline","T3B70","small SUV",5,20,27,23,5,"No",392,NA,NA,NA,NA
"NISSAN Pathfinder",3.5,6,"CVT","4WD","Gasoline","L3ULEV70","small SUV",5,20,27,22,4,"No",401,NA,NA,NA,NA
"NISSAN Pathfinder",3.5,6,"CVT","4WD","Gasoline","T3B70","small SUV",5,20,27,22,4,"No",401,NA,NA,NA,NA
"NISSAN Pathfinder 4WD Platinum",3.5,6,"CVT","4WD","Gasoline","L3ULEV125","small SUV",3,19,26,21,4,"No",414,NA,NA,NA,NA
"NISSAN Pathfinder 4WD Platinum",3.5,6,"CVT","4WD","Gasoline","T3B125","small SUV",3,19,26,21,4,"No",414,NA,NA,NA,NA
"NISSAN Rogue",2.5,4,"CVT","2WD","Gasoline","L3SULEV30","small SUV",7,26,33,29,6,"No",312,NA,NA,NA,NA
"NISSAN Rogue",2.5,4,"CVT","2WD","Gasoline","T3B30","small SUV",7,26,33,29,6,"No",312,NA,NA,NA,NA
"NISSAN Rogue",2.5,4,"CVT","4WD","Gasoline","L3SULEV30","small SUV",7,25,32,27,6,"No",324,NA,NA,NA,NA
"NISSAN Rogue",2.5,4,"CVT","4WD","Gasoline","T3B30","small SUV",7,25,32,27,6,"No",324,NA,NA,NA,NA
"NISSAN Versa",1.6,4,"CVT","2WD","Gasoline","L3SULEV30","small car",7,32,40,35,8,"Yes",253,NA,NA,NA,NA
"NISSAN Versa",1.6,4,"CVT","2WD","Gasoline","T3B30","small car",7,32,40,35,8,"Yes",253,NA,NA,NA,NA
"NISSAN Versa",1.6,4,"Man-5","2WD","Gasoline","L3SULEV30","small car",7,27,35,30,7,"Yes",296,NA,NA,NA,NA
"NISSAN Versa",1.6,4,"Man-5","2WD","Gasoline","T3B30","small car",7,27,35,30,7,"Yes",296,NA,NA,NA,NA
"PORSCHE 911 Carrera 4S",3,6,"AMS-8","4WD","Gasoline","L3ULEV70","small car",5,18,23,20,4,"No",445,NA,NA,NA,NA
"PORSCHE 911 Carrera 4S",3,6,"AMS-8","4WD","Gasoline","T3B70","small car",5,18,23,20,4,"No",445,NA,NA,NA,NA
"PORSCHE 911 Carrera 4S Cabriolet",3,6,"AMS-8","4WD","Gasoline","L3ULEV70","small car",5,18,23,20,4,"No",445,NA,NA,NA,NA
"PORSCHE 911 Carrera 4S Cabriolet",3,6,"AMS-8","4WD","Gasoline","T3B70","small car",5,18,23,20,4,"No",445,NA,NA,NA,NA
"PORSCHE 911 Carrera S",3,6,"AMS-8","2WD","Gasoline","L3ULEV70","small car",5,18,24,20,4,"No",444,NA,NA,NA,NA
"PORSCHE 911 Carrera S",3,6,"AMS-8","2WD","Gasoline","T3B70","small car",5,18,24,20,4,"No",444,NA,NA,NA,NA
"PORSCHE 911 Carrera S Cabriolet",3,6,"AMS-8","2WD","Gasoline","L3ULEV70","small car",5,18,23,20,4,"No",444,NA,NA,NA,NA
"PORSCHE 911 Carrera S Cabriolet",3,6,"AMS-8","2WD","Gasoline","T3B70","small car",5,18,23,20,4,"No",444,NA,NA,NA,NA
"PORSCHE Cayenne",3,6,"SemiAuto-8","4WD","Gasoline","L3ULEV70","standard SUV",5,19,23,20,4,"No",432,NA,NA,NA,NA
"PORSCHE Cayenne",3,6,"SemiAuto-8","4WD","Gasoline","T3B70","standard SUV",5,19,23,20,4,"No",432,NA,NA,NA,NA
"PORSCHE Cayenne S",2.9,6,"SemiAuto-8","4WD","Gasoline","L3ULEV70","standard SUV",5,18,22,20,4,"No",448,NA,NA,NA,NA
"PORSCHE Cayenne S",2.9,6,"SemiAuto-8","4WD","Gasoline","T3B70","standard SUV",5,18,22,20,4,"No",448,NA,NA,NA,NA
"PORSCHE Cayenne Turbo",4,8,"SemiAuto-8","4WD","Gasoline","L3ULEV125","standard SUV",3,15,19,17,3,"No",529,NA,NA,NA,NA
"PORSCHE Cayenne Turbo",4,8,"SemiAuto-8","4WD","Gasoline","T3B125","standard SUV",3,15,19,17,3,"No",529,NA,NA,NA,NA
"PORSCHE Macan",2,4,"AMS-7","4WD","Gasoline","L3ULEV70","small SUV",5,19,23,21,4,"No",426,NA,NA,NA,NA
"PORSCHE Macan",2,4,"AMS-7","4WD","Gasoline","T3B70","small SUV",5,19,23,21,4,"No",426,NA,NA,NA,NA
"PORSCHE Macan S",3,6,"AMS-7","4WD","Gasoline","L3ULEV70","small SUV",5,18,23,20,4,"No",438,NA,NA,NA,NA
"PORSCHE Macan S",3,6,"AMS-7","4WD","Gasoline","T3B70","small SUV",5,18,23,20,4,"No",438,NA,NA,NA,NA
"PORSCHE Panamera",3,6,"AMS-8","2WD","Gasoline","L3ULEV70","large car",5,19,27,22,4,"No",401,NA,NA,NA,NA
"PORSCHE Panamera",3,6,"AMS-8","2WD","Gasoline","T3B70","large car",5,19,27,22,4,"No",401,NA,NA,NA,NA
"PORSCHE Panamera 4",3,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,19,26,22,4,"No",407,NA,NA,NA,NA
"PORSCHE Panamera 4",3,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,19,26,22,4,"No",407,NA,NA,NA,NA
"PORSCHE Panamera 4 Executive",3,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,19,26,22,4,"No",407,NA,NA,NA,NA
"PORSCHE Panamera 4 Executive",3,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,19,26,22,4,"No",407,NA,NA,NA,NA
"PORSCHE Panamera 4 ST",3,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,19,26,22,4,"No",403,NA,NA,NA,NA
"PORSCHE Panamera 4 ST",3,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,19,26,22,4,"No",403,NA,NA,NA,NA
"PORSCHE Panamera 4S",2.9,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,18,26,21,4,"No",419,NA,NA,NA,NA
"PORSCHE Panamera 4S",2.9,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,18,26,21,4,"No",419,NA,NA,NA,NA
"PORSCHE Panamera 4S Executive",2.9,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,18,26,21,4,"No",419,NA,NA,NA,NA
"PORSCHE Panamera 4S Executive",2.9,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,18,26,21,4,"No",419,NA,NA,NA,NA
"PORSCHE Panamera 4S ST",2.9,6,"AMS-8","4WD","Gasoline","L3ULEV70","large car",5,18,24,20,4,"No",440,NA,NA,NA,NA
"PORSCHE Panamera 4S ST",2.9,6,"AMS-8","4WD","Gasoline","T3B70","large car",5,18,24,20,4,"No",440,NA,NA,NA,NA
"PORSCHE Panamera GTS",4,8,"AMS-8","4WD","Gasoline","L3ULEV125","large car",3,16,23,19,3,"No",474,NA,NA,NA,NA
"PORSCHE Panamera GTS",4,8,"AMS-8","4WD","Gasoline","T3B125","large car",3,16,23,19,3,"No",474,NA,NA,NA,NA
"PORSCHE Panamera GTS ST",4,8,"AMS-8","4WD","Gasoline","L3ULEV125","large car",3,15,22,18,3,"No",503,NA,NA,NA,NA
"PORSCHE Panamera GTS ST",4,8,"AMS-8","4WD","Gasoline","T3B125","large car",3,15,22,18,3,"No",503,NA,NA,NA,NA
"PORSCHE Panamera Turbo",4,8,"AMS-8","4WD","Gasoline","L3ULEV125","large car",3,18,25,21,4,"No",420,NA,NA,NA,NA
"PORSCHE Panamera Turbo",4,8,"AMS-8","4WD","Gasoline","T3B125","large car",3,18,25,21,4,"No",420,NA,NA,NA,NA
"PORSCHE Panamera Turbo Exec",4,8,"AMS-8","4WD","Gasoline","L3ULEV125","large car",3,18,25,21,4,"No",420,NA,NA,NA,NA
"PORSCHE Panamera Turbo Exec",4,8,"AMS-8","4WD","Gasoline","T3B125","large car",3,18,25,21,4,"No",420,NA,NA,NA,NA
"PORSCHE Panamera Turbo S e-Hybrid",4,8,"AMS-8","4WD","Gasoline/Electricity","L3ULEV125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo S e-Hybrid",4,8,"AMS-8","4WD","Gasoline/Electricity","T3B125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo S e-Hybrid Exec",4,8,"AMS-8","4WD","Gasoline/Electricity","L3ULEV125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo S e-Hybrid Exec",4,8,"AMS-8","4WD","Gasoline/Electricity","T3B125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo S e-Hybrid ST",4,8,"AMS-8","4WD","Gasoline/Electricity","L3ULEV125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo S e-Hybrid ST",4,8,"AMS-8","4WD","Gasoline/Electricity","T3B125","large car",3,19,22,20,7,"No",289,46,51,48,NA
"PORSCHE Panamera Turbo ST",4,8,"AMS-8","4WD","Gasoline","L3ULEV125","large car",3,18,23,20,4,"No",449,NA,NA,NA,NA
"PORSCHE Panamera Turbo ST",4,8,"AMS-8","4WD","Gasoline","T3B125","large car",3,18,23,20,4,"No",449,NA,NA,NA,NA
"RAM 1500",3,6,"Auto-8","2WD","Diesel","L3LEV160","pickup",1,22,32,26,5,"No",390,NA,NA,NA,NA
"RAM 1500",3,6,"Auto-8","2WD","Diesel","T3B160","pickup",1,22,32,26,5,"No",390,NA,NA,NA,NA
"RAM 1500",3,6,"Auto-8","4WD","Diesel","L3LEV160","pickup",1,21,29,24,4,"No",418,NA,NA,NA,NA
"RAM 1500",3,6,"Auto-8","4WD","Diesel","T3B160","pickup",1,21,29,24,4,"No",418,NA,NA,NA,NA
"RAM 1500",3.6,6,"Auto-8","2WD","Gasoline","L3ULEV70","pickup",5,20,25,22,4,"No",407,NA,NA,NA,NA
"RAM 1500",3.6,6,"Auto-8","2WD","Gasoline","T3B70","pickup",5,20,25,22,4,"No",407,NA,NA,NA,NA
"RAM 1500",3.6,6,"Auto-8","4WD","Gasoline","L3ULEV70","pickup",5,19,24,21,4,"No",418,NA,NA,NA,NA
"RAM 1500",3.6,6,"Auto-8","4WD","Gasoline","T3B70","pickup",5,19,24,21,4,"No",418,NA,NA,NA,NA
